id,momentum
38951945,0.051751950000000005
389519410,0.08622341999999998
389519415,0.17125757999999996
389519420,-0.09641586999999999
389519425,0.15131430999999998
389519430,0.08803689999999999
389519435,0.15537222999999997
389519440,0.028099619999999992
389519450,0.07939640999999997
389519455,0.18611759999999994
389519460,0.08971955999999998
389519465,0.09550074999999998
389519470,0.13440489999999997
389519475,0.03422991999999998
389519480,0.17211745999999997
389519485,0.11392535999999998
38953485,0.1669599
389534810,0.08934566000000001
389534815,0.11277520999999999
389534820,0.11535534999999998
389534825,0.09072561999999999
389534830,0.006965929999999995
389534835,0.02122161000000001
389534840,-0.09177069999999998
389534850,0.09081423999999999
389534855,-0.042113529999999996
389534860,0.01573764000000001
389534865,0.04400715999999999
389534870,0.09313900999999997
389534875,0.04804378999999999
389534880,0.12985196
389534885,0.08458573
38950745,-0.08345069
389507410,-0.009708249999999988
389507415,-0.15290420999999998
389507420,0.10881118
389507425,-0.03469947999999998
389507430,0.06520786999999999
389507435,0.046173519999999996
389507440,-0.06537623
389507450,-0.07462485999999997
389507455,0.05380781999999998
389507460,-0.06154498
389507465,0.05990147999999999
389507470,0.014424630000000008
389507475,-0.019801449999999998
389507480,-0.08740057
389507485,0.03485152999999998
38952325,-0.10305699999999998
389523210,0.02981992
389523215,-0.026608689999999977
389523220,0.04376862999999999
389523225,-0.11826052999999997
389523230,0.015164489999999989
389523235,0.07119004
389523240,0.010353870000000015
389523250,-0.02392279
389523255,-0.026026640000000004
389523260,-0.03254075999999999
389523265,-0.20924831
389523270,-0.018393119999999985
389523275,-0.10684476999999998
389523280,-0.12757428999999998
389523285,-0.014118459999999985
38951825,-0.04013175999999999
389518210,0.03214647000000001
389518215,0.0317452
389518220,0.027938839999999993
389518225,0.02920992
389518230,0.03655875999999998
389518235,0.1555508
389518240,0.08986545999999998
389518250,0.023843539999999983
389518255,0.19722927999999998
389518260,-0.026287900000000003
389518265,0.11065756000000002
389518270,-0.04157542
389518275,0.11011848999999999
389518280,0.11321301999999997
389518285,0.01883413999999997
38953405,-0.11519122
389534010,-0.02819466999999999
389534015,0.05864404999999999
389534020,0.06229675
389534025,0.17785398999999996
389534030,0.051623409999999995
389534035,0.21558022999999998
389534040,0.05258378
389534050,-0.018389340000000004
